HCPCS_Cd,statistic,p_value,median_diff,n_pairs,p_value_fdr,significant
17003,2665.0,3.7100853136106365e-42,-1.1366490447072375,311,1.3493529462515397e-41,True
17004,23.0,9.5367431640625e-06,-0.42828063524340276,27,1.2787905606356533e-05,True
17110,1546.0,1.4487221500404625e-32,-0.40077924568590184,237,4.8381852935313555e-32,True
17250,0.0,5.405572410884125e-39,-0.9146213377088777,227,1.9264154028050138e-38,True
17311,135.0,6.845667328162167e-13,-0.6217747657906489,81,1.3665599064865078e-12,True
17312,93.0,2.258979322229879e-09,-0.7486506397390702,59,3.7368162620064356e-09,True
17313,20.0,2.2113323211669922e-05,-0.6807491568018431,25,2.9064788676724577e-05,True
19083,378.0,7.033423051206528e-09,-1.0581068500396045,78,1.1249239880092369e-08,True
20526,17.0,6.16908073425293e-06,-0.5371610052034816,26,8.377958746517406e-06,True
20550,535.0,1.4574824256003685e-20,-0.4023390999357632,143,3.94858759180508e-20,True
20552,9.0,9.604264050722122e-10,-0.4021804950051011,36,1.6138810794093187e-09,True
20553,68.0,8.544593583792448e-07,-0.3660012263222585,39,1.2164019284165656e-06,True
20600,80.0,4.2169267302822515e-17,-0.7530280927321102,100,1.0132072822533373e-16,True
20605,35.0,1.2249756764504127e-10,-0.4160637797072526,46,2.125693085605128e-10,True
20610,34415.0,2.298019981591028e-207,-0.34799515052703134,1443,2.652714370053991e-206,True
20611,1240.0,3.0746607428421856e-19,-0.33772704092013717,162,7.964121241215613e-19,True
26055,41.0,6.829352125254257e-16,-0.9954685929263096,90,1.5766895558739173e-15,True
27096,303.0,1.2246843864155287e-50,-0.6438572488058503,306,5.00236468605112e-50,True
27130,212.0,0.49194561038166285,-0.006949157694815966,31,0.5135432873578633,False
27447,825.0,0.5076224727946956,-0.00014236530636235756,60,0.5274902799490868,False
29581,0.0,1.4551915228366852e-11,-1.286399848398573,37,2.692357834934773e-11,True
30140,0.0,5.960464477539063e-08,-0.5036873962945112,25,8.96602446904601e-08,True
31231,751.0,1.2683849343900177e-21,-0.9687617781069819,158,3.5448021061110495e-21,True
31575,1566.0,1.7024246757465608e-54,-0.5635633735427601,356,7.349491892857104e-54,True
31579,91.0,5.153360884113641e-08,-0.4830103202697136,52,7.81838465561241e-08,True
32555,12.0,2.546585164964199e-10,-1.0773190570571538,39,4.4046798781628327e-10,True
33285,0.0,5.684341886080802e-14,-3.8828601071807434,45,1.226985992483295e-13,True
36215,0.0,3.725290298461914e-09,-1.5911663378461673,29,6.049324613098705e-09,True
36247,1.0,5.960464477539063e-08,-1.649886967013424,26,8.96602446904601e-08,True
36415,328.0,0.2703806522598501,0.0,67,0.2871442526999608,False
36561,50.0,5.4025755412312365e-06,-1.0471157629714467,38,7.3558143907532984e-06,True
36589,26.0,0.0019855499267578125,-0.14501232294320587,20,0.002429324910388015,True
36902,0.0,1.658751802376398e-13,-1.631180745989882,72,3.467705539613651e-13,True
36907,0.0,1.862645149230957e-09,-1.4144384505832654,30,3.100515906713599e-09,True
37252,0.0,1.1325002193757658e-13,-2.3873928274890748,73,2.376907575053485e-13,True
37253,0.0,1.8189894035458565e-12,-0.916937964504049,40,3.5251218003023717e-12,True
38222,98.0,1.5006108355919423e-08,-0.7929617507167572,49,2.364463957564752e-08,True
43235,655.0,0.024192393645132853,-0.02844050389832553,62,0.0281097615439071,True
43239,56335.0,1.389047541354523e-63,-0.26044857312681646,831,6.527294198754441e-63,True
43248,106.0,0.00018572056433185935,-0.0841991814282026,36,0.00023649309271035328,True
43249,184.0,3.38235121510877e-06,-1.5711520305852242,50,4.677157539642596e-06,True
45378,171.0,9.532669970863317e-13,-0.4637056656423404,83,1.8887491621374707e-12,True
45380,43675.0,1.5907423159961474e-49,-0.2541086613152599,701,6.3036132074175685e-49,True
45385,35852.0,2.1092564914463638e-76,-0.06627459462990792,780,1.1313284817757769e-75,True
46600,17.0,1.5061232261359692e-09,-0.9505345338413487,38,2.514941613453458e-09,True
49083,4.0,8.344650268554688e-07,-1.0403136182810844,24,1.1911315302694998e-06,True
51700,11.0,8.222637227841011e-14,-0.9525308653135074,75,1.7395300270850903e-13,True
51701,10.0,9.777068044058979e-12,-0.5540801978241894,43,1.8152528431452162e-11,True
51702,3.0,7.450580596923828e-08,-0.8791093491487327,27,1.1113085103838631e-07,True
51703,0.0,4.76837158203125e-07,-0.6763121543681394,22,6.899197030132408e-07,True
51720,1.0,1.1920928955078125e-07,-1.3296245337844677,25,1.7583370208740235e-07,True
51728,19.0,0.00029277801513671875,-1.2636050194015551,21,0.00036752984878864696,True
51741,135.0,4.4268412782219186e-13,-0.5391189995396979,82,9.040971995137842e-13,True
51784,24.0,1.7741695046424866e-07,-0.5815017280042385,33,2.6024420081910505e-07,True
51797,18.0,2.9453076422214508e-08,-1.5886149880266052,34,4.572977655028042e-08,True
52000,3945.0,4.3719103306661895e-127,-1.071313873475468,807,3.224283868866315e-126,True
52281,1.0,3.814697265625e-06,-0.7826425123030507,20,5.220629505275451e-06,True
52287,14.0,3.111569569508984e-12,-0.8525121421098278,66,5.964777766820471e-12,True
52310,13.0,4.001776687800884e-11,-0.7437027412453898,42,7.27720349733654e-11,True
55700,122.0,2.96306974218166e-49,-0.5948970567679543,293,1.165474098591453e-48,True
57160,54.0,0.004810690879821777,-0.21983247737733635,24,0.005753326254921991,True
62321,27.0,2.1555937824368484e-34,-0.8863332336792871,200,7.432599340740043e-34,True
62323,2285.0,2.18865772939395e-95,-0.9346499574916463,602,1.3206559708047583e-94,True
63650,6.0,6.726042464760495e-14,-1.6757938034456403,75,1.445962975217742e-13,True
64450,6.0,4.0745362639427185e-10,-0.5815233348480817,36,6.97928631017285e-10,True
64483,2225.0,8.279360256515784e-111,-0.7739078634327767,692,5.709532852220626e-110,True
64484,195.0,1.4108410734679286e-55,-0.7807906786430499,333,6.191376942243555e-55,True
64490,5.0,4.531861061109546e-18,-0.5788984634033318,100,1.1404825703550565e-17,True
64491,4.0,2.922276586007783e-16,-0.4990955969934747,89,6.805828364781284e-16,True
64493,552.0,7.348990564754283e-71,-0.6483289720863707,432,3.825798029298553e-70,True
64494,600.0,3.613698966376511e-64,-0.5749474402339025,393,1.713280492094578e-63,True
64561,1.0,7.968377335678e-11,-1.2365673135975714,56,1.401062372597688e-10,True
64615,93.0,0.17933368682861328,-0.037686346205068055,23,0.19252088736211467,False
64633,1.0,5.684341886080802e-14,-0.8215153815636271,46,1.226985992483295e-13,True
64634,1.0,9.094947017729282e-13,-1.310186826147456,42,1.8087703619529022e-12,True
64635,285.0,1.0751204289027055e-47,-0.7953194249574338,288,4.1670726112944286e-47,True
64636,266.0,4.30735138509162e-45,-1.3774979837079533,272,1.622130202470674e-44,True
64721,280.0,4.981074389188344e-11,-0.13511834612435125,82,8.935643583307468e-11,True
65855,171.0,3.832976035277114e-09,-0.16302386800653412,65,6.205214252232157e-09,True
66821,31443.0,4.98249417611667e-27,-0.049471718598407044,524,1.5118310900102582e-26,True
66982,47.0,1.9677914679050446e-05,1.5593386859986218,31,2.5992469389492005e-05,True
66984,9438.0,4.020391186844215e-44,2.3516456056953663,419,1.5033998029678016e-43,True
67028,3106.0,1.933998449082098e-31,-0.1882504940110521,266,6.378591158152758e-31,True
67840,0.0,1.8189894035458565e-12,-0.9780268237964687,40,3.5251218003023717e-12,True
67904,90.0,0.0013564806431531906,-0.14517475357413723,31,0.0016712093306597313,True
69210,2845.0,2.1843733741347454e-28,-0.2610060858327139,246,6.863326992103846e-28,True
70100,0.0,5.960464477539063e-08,-1.0363307768049972,25,8.96602446904601e-08,True
70250,45.0,0.00046509504318237305,-0.6671259156998053,26,0.0005810952186584473,True
70450,461050.0,0.0,-0.32835145406874444,3261,0.0,True
70470,84.0,0.010378450155258179,-0.07219561827971921,27,0.012186800271135128,True
70480,32.0,1.6094418242573738e-07,-0.29902884256854056,35,2.3673507165669406e-07,True
70486,28134.0,2.9676564992760037e-168,-0.7006216765865934,1199,2.9181955576214034e-167,True
70491,71426.0,3.1119014582405964e-107,-0.19982608738254837,1102,2.0916704738300719e-106,True
70496,12766.0,1.603818454121515e-93,-0.7441758809863881,699,9.568849428522748e-93,True
70498,15589.0,2.639383840586973e-106,-0.6553246711737062,789,1.7518910241896035e-105,True
70543,1034.0,3.489941764167848e-19,-0.3459112645934601,155,8.99591784841324e-19,True
70544,3420.0,3.750425436424073e-71,-0.973055975935911,480,1.9717583235061217e-70,True
70547,4.0,6.215847496733212e-13,-1.3218463488572998,69,1.2508326232686138e-12,True
70549,2.0,4.470348358154297e-08,-0.9125406508982001,27,6.80159019535797e-08,True
70551,253580.0,0.0,-0.5928983296772588,2905,0.0,True
70553,494585.0,0.0,-0.40080070383720745,3329,0.0,True
71045,181184.0,2.801599851377984e-17,-0.018521255397993208,1022,6.792920187587715e-17,True
71046,11811813.0,0.0,-0.10500653876838706,10982,0.0,True
71100,1034.0,4.8611202013497936e-11,-0.14941923085195552,117,8.750016362429628e-11,True
71101,21343.0,4.496901106184392e-29,-0.10140958942697686,467,1.4298529864574323e-28,True
71250,2659140.0,0.0,-0.24118646253102782,6450,0.0,True
71260,1796559.0,0.0,-0.1283254500627149,5143,0.0,True
71270,503.0,0.025281610233942268,-0.017792918357125043,55,0.02931121186511647,True
71271,142697.0,2.9599647890794984e-139,-0.03401129177133866,1524,2.4180635430787902e-138,True
71275,90243.0,7.578352948650275e-182,-0.5674605754426558,1536,7.738664261025569e-181,True
72020,81.0,0.08582782745361328,-0.010896172961496031,23,0.0948556542095791,False
72040,155753.0,7.749244460233144e-130,-0.27295379289680644,1503,5.96354899765768e-129,True
72050,21409.0,9.402724578072969e-54,-0.2240165040647799,579,3.9625767864736084e-53,True
72052,39.0,0.007838221652520782,-0.19558979243608632,22,0.009311176057021331,True
72070,19698.0,1.470082962774449e-46,-0.21114089877632203,530,5.656623574153858e-46,True
72072,4544.0,1.3469029937654413e-15,-0.11427393159313759,221,3.0564337166215785e-15,True
72082,1251.0,8.573213760476575e-20,-0.8079940904127652,165,2.25365173604607e-19,True
72083,149.0,0.22697687149047852,-0.01488168418899316,28,0.24250446430874062,False
72100,1413640.0,0.0,-0.20745581718924955,4355,0.0,True
72110,143514.0,2.4065018232408005e-130,-0.1963011267596655,1470,1.8791948060895074e-129,True
72114,340.0,6.093655202084036e-09,-0.389719653256118,77,9.805245188807948e-09,True
72120,27.0,0.0011758804321289062,-0.5451319164154511,21,0.0014520756033963936,True
72125,10493.0,5.54742921308708e-100,-0.7014496130253156,713,3.549017966444867e-99,True
72128,64.0,1.451681040111816e-15,-0.7820510440329442,90,3.266282340251586e-15,True
72131,21341.0,5.780878464776133e-163,-0.6716686974030488,1132,5.481511544278797e-162,True
72141,178744.0,1.2885618369586637e-285,-0.34617468400730633,2315,2.3594011566381048e-284,True
72146,18912.0,1.5377100911486512e-104,-0.4061388313923531,806,1.0080543930863379e-103,True
72148,612444.0,0.0,-0.330965181928498,3925,0.0,True
72156,3886.0,5.924494990253894e-42,-0.31732134653293764,332,2.1400726801529372e-41,True
72157,3752.0,3.087149067952572e-28,-0.31847127129206676,263,9.642800912251857e-28,True
72158,19953.0,1.5286864267988222e-97,-0.45520645056442,777,9.663482055121126e-97,True
72170,23294.0,6.598227544107093e-67,-0.4092730046879177,656,3.274447500860623e-66,True
